Date,Dernier Prix,,,,
26/10/2014,15.56588,,,,
2/11/2014,15.772,,,,
9/11/2014,15.9188,,,,
16/11/2014,16.69988,,,,
23/11/2014,16.6788,,,,
30/11/2014,16.462825,,,,
7/12/2014,15.25816,,,,
14/12/2014,14.09292,,,,
21/12/2014,13.93626,,,,
28/12/2014,14.89415,,,,
4/1/2015,14.82765,,,,
11/1/2015,13.99458,,,,
18/1/2015,13.1212,,,,
25/1/2015,13.19015,,,,
1/2/2015,13.60932,,,,
8/2/2015,14.48268,,,,
15/2/2015,14.04294,,,,
22/2/2015,13.960425,,,,
1/3/2015,13.67646,,,,
8/3/2015,13.25106,,,,
15/3/2015,12.7292,,,,
22/3/2015,13.1316,,,,
29/3/2015,12.9474,,,,
5/4/2015,12.632175,,,,
12/4/2015,13.80014,,,,
19/4/2015,13.84746,,,,
26/4/2015,14.28194,,,,
3/5/2015,15.28748,,,,
10/5/2015,15.564,,,,
17/5/2015,16.27132,,,,
24/5/2015,16.44786,,,,
31/5/2015,16.6189,,,,
7/6/2015,16.558,,,,
14/6/2015,16.86788,,,,
21/6/2015,17.17748,,,,
28/6/2015,17.71346,,,,
5/7/2015,17.990825,,,,
12/7/2015,17.59508,,,,
19/7/2015,17.76388,,,,
26/7/2015,17.99346,,,,
2/8/2015,17.52786,,,,
9/8/2015,17.13388,,,,
16/8/2015,16.0312,,,,
23/8/2015,16.58546,,,,
30/8/2015,15.40278,,,,
6/9/2015,16.30508,,,,
13/9/2015,16.596675,,,,
20/9/2015,17.22266,,,,
27/9/2015,17.41638,,,,
4/10/2015,16.4124,,,,
11/10/2015,15.55974,,,,
18/10/2015,14.66708,,,,
25/10/2015,14.29374,,,,
1/11/2015,14.09506,,,,
8/11/2015,14.90534,,,,
15/11/2015,14.41386,,,,
22/11/2015,14.5492,,,,
29/11/2015,14.954175,,,,
6/12/2015,15.50042,,,,
13/12/2015,15.01948,,,,
20/12/2015,15.17372,,,,
27/12/2015,15.37965,,,,
3/1/2016,15.73735,,,,
10/1/2016,14.56708,,,,
17/1/2016,13.724,,,,
24/1/2016,13.432325,,,,
31/1/2016,12.78548,,,,
7/2/2016,11.88172,,,,
14/2/2016,9.88558,,,,
21/2/2016,10.953325,,,,
28/2/2016,12.15624,,,,
6/3/2016,12.84532,,,,
13/3/2016,13.72388,,,,
20/3/2016,14.86052,,,,
27/3/2016,15.3815,,,,
3/4/2016,15.3952,,,,
10/4/2016,17.002,,,,
17/4/2016,16.78186,,,,
24/4/2016,16.71014,,,,
1/5/2016,16.60668,,,,
8/5/2016,14.9752,,,,
15/5/2016,13.88616,,,,
22/5/2016,14.12812,,,,
29/5/2016,14.6916,,,,
5/6/2016,14.678975,,,,
12/6/2016,15.15586,,,,
19/6/2016,14.45242,,,,
26/6/2016,13.67362,,,,
3/7/2016,13.85748,,,,
10/7/2016,14.352325,,,,
17/7/2016,14.85186,,,,
24/7/2016,14.96852,,,,
31/7/2016,15.37882,,,,
7/8/2016,15.24854,,,,
14/8/2016,15.08546,,,,
21/8/2016,14.946,,,,
28/8/2016,14.81786,,,,
4/9/2016,13.828,,,,
11/9/2016,13.272825,,,,
18/9/2016,13.28772,,,,
25/9/2016,13.7344,,,,
2/10/2016,13.67734,,,,
9/10/2016,13.74906,,,,
16/10/2016,13.32414,,,,
23/10/2016,13.27746,,,,
30/10/2016,13.48426,,,,
6/11/2016,12.72694,,,,
13/11/2016,12.69496,,,,
20/11/2016,12.3044,,,,
27/11/2016,12.758,,,,
4/12/2016,12.51254,,,,
11/12/2016,12.67026,,,,
18/12/2016,13.1912,,,,
25/12/2016,13.88014,,,,
1/1/2017,14.46065,,,,
8/1/2017,14.995675,,,,
15/1/2017,15.44294,,,,
22/1/2017,16.0405,,,,
29/1/2017,16.84614,,,,
5/2/2017,16.72906,,,,
12/2/2017,17.54348,,,,
19/2/2017,18.43362,,,,
26/2/2017,17.7315,,,,
5/3/2017,16.64386,,,,
12/3/2017,16.47014,,,,
19/3/2017,17.11266,,,,
26/3/2017,17.14066,,,,
2/4/2017,18.41694,,,,
9/4/2017,19.97946,,,,
16/4/2017,20.365675,,,,
23/4/2017,20.20426,,,,
30/4/2017,20.72918,,,,
7/5/2017,20.754,,,,
14/5/2017,21.35438,,,,
21/5/2017,20.83854,,,,
28/5/2017,20.88532,,,,
4/6/2017,22.6055,,,,
11/6/2017,23.82854,,,,
18/6/2017,24.83146,,,,
25/6/2017,25.12664,,,,
2/7/2017,24.44612,,,,
9/7/2017,21.696,,,,
16/7/2017,21.65308,,,,
23/7/2017,21.75188,,,,
30/7/2017,22.60666,,,,
6/8/2017,22.30574,,,,
13/8/2017,23.96252,,,,
20/8/2017,23.84558,,,,
27/8/2017,23.10614,,,,
3/9/2017,23.43332,,,,
10/9/2017,23.1355,,,,
17/9/2017,24.66826,,,,
24/9/2017,24.68774,,,,
1/10/2017,22.82546,,,,
8/10/2017,23.4252,,,,
15/10/2017,23.52508,,,,
22/10/2017,23.50548,,,,
29/10/2017,21.9632,,,,
5/11/2017,21.04054,,,,
12/11/2017,20.25598,,,,
19/11/2017,20.83932,,,,
26/11/2017,20.911675,,,,
3/12/2017,20.76374,,,,
10/12/2017,20.64708,,,,
17/12/2017,22.53746,,,,
24/12/2017,22.07746,,,,
31/12/2017,20.92735,,,,
7/1/2018,21.149675,,,,
14/1/2018,22.3876,,,,
21/1/2018,23.030175,,,,
28/1/2018,23.07638,,,,
4/2/2018,23.23548,,,,
11/2/2018,21.83668,,,,
18/2/2018,21.75006,,,,
25/2/2018,22.7715,,,,
4/3/2018,22.90026,,,,
11/3/2018,22.00158,,,,
18/3/2018,22.14572,,,,
25/3/2018,20.68374,,,,
1/4/2018,18.4545,,,,
8/4/2018,18.82624,,,,
15/4/2018,19.8628,,,,
22/4/2018,19.50092,,,,
29/4/2018,19.02766,,,,
6/5/2018,19.6468,,,,
13/5/2018,20.23562,,,,
20/5/2018,18.98654,,,,
27/5/2018,18.6036,,,,
3/6/2018,19.2005,,,,
10/6/2018,20.54828,,,,
17/6/2018,23.14052,,,,
24/6/2018,23.55652,,,,
1/7/2018,22.83188,,,,
8/7/2018,21.0665,,,,
15/7/2018,21.2736,,,,
22/7/2018,21.206,,,,
29/7/2018,20.176,,,,
5/8/2018,21.15814,,,,
12/8/2018,23.99786,,,,
19/8/2018,22.4492,,,,
26/8/2018,21.26534,,,,
2/9/2018,20.54602,,,,
9/9/2018,18.56465,,,,
16/9/2018,19.20184,,,,
23/9/2018,19.68334,,,,
30/9/2018,19.7672,,,,
7/10/2018,19.33732,,,,
14/10/2018,17.08332,,,,
21/10/2018,17.75826,,,,
28/10/2018,19.858,,,,
4/11/2018,22.57012,,,,
11/11/2018,23.1004,,,,
18/11/2018,22.89012,,,,
25/11/2018,22.749675,,,,
2/12/2018,23.0592,,,,
9/12/2018,23.9869,,,,
16/12/2018,24.5468,,,,
23/12/2018,22.0476,,,,
30/12/2018,21.191325,,,,
6/1/2019,21.016175,,,,
13/1/2019,22.68096,,,,
20/1/2019,22.326,,,,
27/1/2019,19.58435,,,,
3/2/2019,20.29122,,,,
10/2/2019,20.8636,,,,
17/2/2019,20.59292,,,,
24/2/2019,19.902325,,,,
3/3/2019,20.3472,,,,
10/3/2019,18.6516,,,,
